DBA Name,Facility Type,Risk,Zip,Inspection Date,Inspection Type,Latitude,Longitude,Location,Results
KIDDIE CASTLE,Daycare (2 - 6 Years),Risk 1 (High),60632,8/5/2014,License Re-Inspection,41.81264929,-87.72391214,"(41.81264929452027, -87.7239121397429)",Pass
PAPRIKA  INDIAN RESTAURANT,Restaurant,Risk 1 (High),60625,8/5/2014,Complaint Re-Inspection,41.96846702,-87.69322013,"(41.96846702189827, -87.69322013455337)",Pass
OAKWOOD '83,Restaurant,Risk 1 (High),60613,8/5/2014,Canvass,41.96135532,-87.67830516,"(41.96135532131147, -87.67830515937477)",Pass
COURAGEOUS BAKERY,Mobile Food Dispenser,Risk 3 (Low),60126,8/5/2014,License,,,,Pass
MOST WORSHIPFUL ST. JOHN'S  GRAND LODGE,BANQUET HALL,Risk 1 (High),60619,8/5/2014,Canvass,41.75916818,-87.60159144,"(41.75916817600598, -87.60159143984758)",Pass
JOE & FRANK'S MARKET,Grocery Store,Risk 1 (High),60638,8/5/2014,Canvass Re-Inspection,41.7918396,-87.80088931,"(41.79183960250139, -87.8008893081132)",Pass
7 ELEVEN #27421J,Grocery Store,Risk 1 (High),60634,8/5/2014,Canvass Re-Inspection,41.95329285,-87.76706571,"(41.953292847298, -87.76706570775266)",Pass
THE RED LION LINCOLN SQUARE,Restaurant,Risk 1 (High),60625,8/5/2014,Canvass Re-Inspection,41.96815422,-87.69363813,"(41.96815422075822, -87.69363812631346)",Pass
TABAQ RESTAURANT,Restaurant,Risk 1 (High),60610,8/5/2014,Complaint Re-Inspection,41.90478289,-87.64076765,"(41.90478289398331, -87.64076764791562)",Pass
MCDONALDS RESTAURANT,Restaurant,Risk 2 (Medium),60618,8/5/2014,License,41.9468234,-87.69353264,"(41.946823399558674, -87.69353264259799)",Fail
"PEERLESS BREAD & JAM, INC",Bakery,Risk 2 (Medium),60609,8/5/2014,Canvass,41.81060129,-87.66028326,"(41.81060129421089, -87.66028325873228)",Pass
MC DONALD'S,Restaurant,Risk 2 (Medium),60618,8/5/2014,Canvass,41.9468234,-87.69353264,"(41.946823399558674, -87.69353264259799)",Pass w/ Conditions
PAPA JOHN'S PIZZA,Restaurant,Risk 2 (Medium),60647,8/4/2014,License Re-Inspection,41.91810712,-87.6973653,"(41.91810712421967, -87.69736529538596)",Pass
PAPA  JOHN'S,Restaurant,Risk 2 (Medium),60647,8/4/2014,Canvass Re-Inspection,41.91810712,-87.6973653,"(41.91810712421967, -87.69736529538596)",Out of Business
BURGER KING RESTAURANT,Restaurant,Risk 2 (Medium),60626,8/4/2014,License,42.01849499,-87.67578803,"(42.01849499019406, -87.67578802516351)",Pass
"AC FOOD MART PLUS ,INC",Grocery Store,Risk 3 (Low),60651,8/4/2014,License,41.89899684,-87.71649382,"(41.89899683836391, -87.71649381851906)",Fail
CIAO GOURMET MARKET,Grocery Store,Risk 3 (Low),60666,8/1/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
JEWEL FOOD STORE #3210,Grocery Store,Risk 1 (High),60610,8/1/2014,Complaint,41.90426523,-87.63160329,"(41.90426522825603, -87.63160329458951)",Fail
AVENUE HOTEL CHICAGO,Restaurant,Risk 1 (High),60611,8/1/2014,Canvass,41.89506079,-87.62350751,"(41.895060785681196, -87.62350750911575)",Pass w/ Conditions
COUSCOUS RESTARURANT,Restaurant,Risk 1 (High),60607,8/1/2014,Canvass,41.86920031,-87.66347266,"(41.86920031338893, -87.66347266172151)",Fail
NEWLEAF NATURAL GROCERY INC,Grocery Store,Risk 2 (Medium),60626,8/1/2014,Canvass,42.00128578,-87.66319203,"(42.00128578331998, -87.66319202639765)",Pass
FARMERS MARKET,Grocery Store,Risk 3 (Low),60666,8/1/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
SUN SHINE RESTAURANT,Restaurant,Risk 1 (High),60640,8/1/2014,Canvass,41.98128895,-87.66824752,"(41.98128895000148, -87.66824751630244)",Pass
ALL STARS ON WELLS,Restaurant,Risk 1 (High),60606,8/1/2014,Canvass,41.8867073,-87.63415039,"(41.886707304096035, -87.63415039321221)",Out of Business
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),60632,8/1/2014,Canvass,41.80805427,-87.70382554,"(41.80805426764556, -87.70382554114951)",Pass
AWAMI BAZAAR & ZABIHA MEAT,Grocery Store,Risk 2 (Medium),60659,8/1/2014,Canvass,41.99785369,-87.68906427,"(41.99785368943807, -87.68906426569195)",Pass
SATAY,Restaurant,Risk 1 (High),60614,8/1/2014,Canvass,41.93276414,-87.65293896,"(41.93276413714475, -87.65293895532257)",No Entry
Tavish,Restaurant,Risk 1 (High),60614,8/1/2014,Canvass,41.92875605,-87.66237147,"(41.92875605419546, -87.66237147194119)",No Entry
BRASSERIE 54,Restaurant,Risk 1 (High),60640,8/1/2014,Canvass,41.98047008,-87.66847533,"(41.98047007654258, -87.66847533361282)",Fail
FIVE GUYS BURGERS AND FRIES,Restaurant,Risk 2 (Medium),60626,8/1/2014,Complaint,42.00035056,-87.66085542,"(42.00035056038157, -87.66085542098128)",Fail
CHILI'S T-I,Restaurant,Risk 1 (High),60666,8/1/2014,Complaint Re-Inspection,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
LUCKY STRIKE LANES,Restaurant,Risk 1 (High),60611,8/1/2014,Canvass,41.89113317,-87.61916021,"(41.891133170854566, -87.61916020704619)",Fail
PAK SWEETS,Restaurant,Risk 1 (High),60659,8/1/2014,Canvass,41.99786101,-87.68860508,"(41.997861005185875, -87.68860508498791)",Pass
POTBELLY SANDWICH WORKS,Restaurant,Risk 1 (High),60606,8/1/2014,Canvass,41.88670788,-87.63431855,"(41.88670787976228, -87.63431854507897)",Pass
SATAY,Restaurant,Risk 1 (High),60614,8/1/2014,Canvass,41.93276414,-87.65293896,"(41.93276413714475, -87.65293895532257)",No Entry
CHOP SUEY LOH,Restaurant,Risk 1 (High),60632,8/1/2014,Canvass,41.82388298,-87.68804755,"(41.82388297607964, -87.6880475546353)",Pass
NUEVO LEON RESTAURANT,Restaurant,Risk 1 (High),60608,8/1/2014,Suspected Food Poisoning Re-inspection,41.85771616,-87.66439496,"(41.85771616298304, -87.66439496218744)",Pass
BILLY GOAT IV INC,Restaurant,Risk 1 (High),60666,8/1/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
THE TEMPLE BAR,Restaurant,Risk 1 (High),60657,8/1/2014,Canvass Re-Inspection,41.93609763,-87.66838427,"(41.93609762657588, -87.66838426734496)",Pass
MR.SUBMARINE,Restaurant,Risk 2 (Medium),60643,8/1/2014,Canvass,41.70241717,-87.68134559,"(41.70241717076083, -87.68134559218737)",Pass w/ Conditions
GOODWIN'S,Restaurant,Risk 1 (High),60606,8/1/2014,Canvass,41.88602541,-87.6362977,"(41.886025412541144, -87.63629770323044)",Out of Business
LITTLE  CAESARS # 1744,Restaurant,Risk 2 (Medium),60638,8/1/2014,Canvass,41.79004397,-87.80130039,"(41.790043968551885, -87.80130039473886)",Pass w/ Conditions
TONI'S PIZZA AND PASTA,Restaurant,Risk 1 (High),60654,8/1/2014,Canvass Re-Inspection,41.89024555,-87.64590936,"(41.890245551519065, -87.64590936487818)",Pass
MCDONALD'S RESTAURANT,Restaurant,Risk 2 (Medium),60659,8/1/2014,Canvass,41.99025485,-87.71076324,"(41.990254848131904, -87.71076324353396)",Out of Business
DAT DONUT,Restaurant,Risk 1 (High),60643,8/1/2014,Canvass,41.69183062,-87.67141425,"(41.69183062388988, -87.67141425296039)",Out of Business
WEST EGG CAFE,Restaurant,Risk 1 (High),60611,8/1/2014,Short Form Complaint,41.8933654,-87.62042206,"(41.89336539713901, -87.62042205744733)",Pass
HOLLYWOOD VIDEO #013-994,,Risk 3 (Low),60638,8/1/2014,Canvass,41.79004397,-87.80130039,"(41.790043968551885, -87.80130039473886)",Out of Business
CAMINO REAL,Restaurant,Risk 1 (High),60629,8/1/2014,Canvass,41.77847253,-87.72900513,"(41.77847252883317, -87.72900513049825)",Pass
APART PIZZA COMPANY CHICAGO,Restaurant,Risk 1 (High),60618,8/1/2014,Canvass,41.96127155,-87.68405492,"(41.96127155456048, -87.68405491509883)",Pass
GOODWIN'S,Restaurant,Risk 1 (High),60606,8/1/2014,License Re-Inspection,41.88602541,-87.6362977,"(41.886025412541144, -87.63629770323044)",Pass
BRANKO'S RESTAURANT,Restaurant,Risk 1 (High),60614,8/1/2014,Canvass,41.92543093,-87.6567514,"(41.925430928010435, -87.65675139634205)",Pass
"HALSTED SHELL, DUNKIN DONUTS, MR SUB",Restaurant,Risk 2 (Medium),60628,8/1/2014,Canvass,41.71580477,-87.64320825,"(41.71580477012766, -87.64320825324427)",Pass
Kentucky Fried Chicken,Restaurant,Risk 2 (Medium),60643,8/1/2014,Canvass Re-Inspection,41.70390088,-87.6813965,"(41.703900878937965, -87.68139649760822)",Pass
KARAVITES REST INC,Restaurant,Risk 2 (Medium),60640,8/1/2014,Canvass,41.97628306,-87.65514777,"(41.97628305591404, -87.65514776882976)",Pass w/ Conditions
CALUMET FISHERIES INC,Restaurant,Risk 1 (High),60617,8/1/2014,Complaint,41.72273269,-87.54453083,"(41.72273269460603, -87.5445308299031)",Pass w/ Conditions
SHAMBLES BAR,Restaurant,Risk 1 (High),60622,8/1/2014,Canvass,41.90326362,-87.67927827,"(41.9032636208865, -87.67927826952335)",Fail
REGGIO'S PIZZA EXPRESS,Restaurant,Risk 1 (High),60666,8/1/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass w/ Conditions
HOOK & FISH,Restaurant,Risk 2 (Medium),60609,8/1/2014,License,41.80143854,-87.66407894,"(41.801438543640344, -87.66407894491235)",Fail
LI HING INC.,Restaurant,Risk 1 (High),60634,8/1/2014,Complaint,41.93862335,-87.7711426,"(41.938623349328445, -87.77114260357651)",Pass
MORSE FOOD AND MEAT MARKET,Grocery Store,Risk 1 (High),60626,8/1/2014,Canvass Re-Inspection,42.00799492,-87.66717415,"(42.00799491993327, -87.66717414671852)",Pass
KITCHENETTE CORPORATION,Restaurant,Risk 1 (High),60613,8/1/2014,Canvass,41.95101643,-87.66882174,"(41.95101642673758, -87.66882174295192)",Pass
LOS AMIGOS MEXICAN RESTAURANT INC,Restaurant,Risk 1 (High),60632,8/1/2014,Canvass Re-Inspection,41.80061942,-87.71045585,"(41.80061941881158, -87.71045584912062)",Pass
MCDONALDS,Restaurant,Risk 2 (Medium),60659,8/1/2014,License,41.99025485,-87.71076324,"(41.990254848131904, -87.71076324353396)",Fail
GOODWIN'S,Restaurant,Risk 1 (High),60606,8/1/2014,Canvass Re-Inspection,41.88602541,-87.6362977,"(41.886025412541144, -87.63629770323044)",Pass
"TACO BURRITO KING 11, INC.",Restaurant,Risk 1 (High),60638,8/1/2014,Complaint,41.79004397,-87.80130039,"(41.790043968551885, -87.80130039473886)",Pass w/ Conditions
BIG G'S PIZZA,Restaurant,Risk 1 (High),60607,8/1/2014,License,41.86954627,-87.65550099,"(41.86954627058427, -87.65550098867566)",Fail
INNJOY,Restaurant,Risk 1 (High),60622,8/1/2014,Canvass Re-Inspection,41.90304416,-87.6792709,"(41.90304415750275, -87.67927089988581)",Pass
ONE STOP FOOD ON 63RD,Grocery Store,Risk 2 (Medium),60629,8/1/2014,Complaint Re-Inspection,41.77913305,-87.68470664,"(41.77913304503548, -87.6847066410762)",Pass
HERNANDEZ ENTERPRISES INC,Restaurant,Risk 1 (High),60626,8/1/2014,Canvass Re-Inspection,42.00895173,-87.67380377,"(42.00895172671329, -87.67380376790987)",Pass
FUSHING CO,Restaurant,Risk 1 (High),60628,8/1/2014,Canvass,41.71587494,-87.6429172,"(41.715874943679324, -87.64291719936475)",Pass
MAC'S AMERICAN FOOD,Restaurant,Risk 1 (High),60622,8/1/2014,Canvass,41.90315615,-87.67242232,"(41.90315615397302, -87.67242231949352)",Fail
LUVERSIA'S FAMILY RESTAURANT,Restaurant,Risk 1 (High),60619,8/1/2014,Canvass Re-Inspection,41.7512853,-87.61152388,"(41.75128530466005, -87.61152388036625)",Pass
TONY'S STEAK & WING,Restaurant,Risk 2 (Medium),60643,8/1/2014,Canvass,41.72138665,-87.65787584,"(41.721386649184396, -87.6578758445591)",Pass w/ Conditions
POLONIA,Restaurant,Risk 1 (High),60632,8/1/2014,Canvass,41.80983242,-87.71141244,"(41.80983241507112, -87.71141243854736)",Pass
BOWMANS,Restaurant,Risk 1 (High),60618,8/1/2014,Canvass,41.96123477,-87.68397223,"(41.96123477031228, -87.68397223026997)",Pass
FOREVER YOGURT,Restaurant,Risk 2 (Medium),60614,8/1/2014,Complaint,41.92555288,-87.64951548,"(41.92555288495804, -87.64951548179694)",Pass w/ Conditions
P J CLARKE'S,Restaurant,Risk 1 (High),60610,8/1/2014,Consultation,41.90409273,-87.62882709,"(41.90409272602859, -87.62882708628075)",Fail
WALGREENS #16085,,Risk 3 (Low),60601,8/1/2014,License,41.88458627,-87.63101045,"(41.88458626715456, -87.63101044588599)",Fail
LA GUERRERENSE,Grocery Store,Risk 2 (Medium),60639,8/1/2014,Complaint Re-Inspection,41.917,-87.73098926,"(41.9170000027784, -87.73098926451316)",Fail
NACIONAL 27,Restaurant,Risk 1 (High),60654,8/1/2014,Canvass,41.89464565,-87.63678754,"(41.8946456460705, -87.63678754035266)",Pass
JUBRANOS,Restaurant,Risk 1 (High),60607,8/1/2014,Canvass,41.86917813,-87.66490728,"(41.86917813329073, -87.66490728096332)",Pass
TINY,Restaurant,Risk 1 (High),60618,8/1/2014,Canvass,41.96112142,-87.68396862,"(41.96112142040857, -87.68396862492989)",Pass
EURO CAFE',Restaurant,Risk 1 (High),60634,8/1/2014,Complaint,41.94268079,-87.80676794,"(41.94268078663294, -87.806767943995)",Pass
MOGADISHU RESTAURANT INC.,Restaurant,Risk 1 (High),60610,8/1/2014,Canvass Re-Inspection,41.89989401,-87.63715074,"(41.89989401176249, -87.63715073549078)",Pass
THE BAR ON BUENA,Restaurant,Risk 1 (High),60613,8/1/2014,Canvass,41.9585509,-87.65352005,"(41.958550897849705, -87.65352004893188)",Pass
POPEYE'S FRIED CHICKEN,Restaurant,Risk 2 (Medium),60616,8/1/2014,Short Form Complaint,41.83119241,-87.6192892,"(41.831192408738374, -87.61928919948132)",Pass
LA CECINA # 1,,Risk 1 (High),60609,8/1/2014,License,41.80863043,-87.67361893,"(41.808630431592775, -87.6736189301899)",Fail
EDDIE'S SANDWICHES,Restaurant,Risk 1 (High),60622,8/1/2014,License Re-Inspection,41.90282932,-87.69530161,"(41.90282931556141, -87.69530160586106)",Pass
LA FIESTA BAKERY,Restaurant,Risk 1 (High),60629,8/1/2014,Canvass,41.7760732,-87.72284125,"(41.77607320206961, -87.72284124538348)",Pass
LA CECINA RESTAURANT,Restaurant,Risk 1 (High),60609,8/1/2014,Canvass,41.80863043,-87.67361893,"(41.808630431592775, -87.6736189301899)",Pass w/ Conditions
POTBELLY SANDWICH WORKS,Restaurant,Risk 1 (High),60661,8/1/2014,Canvass,41.8817421,-87.64141939,"(41.88174210456197, -87.64141938928786)",Pass
MAGNOLIA BAKERY,Restaurant,Risk 2 (Medium),60602,8/1/2014,Complaint,41.88342264,-87.62802165,"(41.88342263701488, -87.62802165207536)",Pass w/ Conditions
"PITALICIOUS, INC.",Restaurant,Risk 1 (High),60610,8/1/2014,License,41.90033472,-87.6374631,"(41.90033472432364, -87.63746309536123)",Pass
WILDFIRE,Restaurant,Risk 1 (High),60610,8/1/2014,Canvass,41.89388875,-87.63352664,"(41.89388875332027, -87.63352663681991)",Pass
SHAAREI CHINUCH DAY SCHOOL,Daycare (2 - 6 Years),Risk 1 (High),60645,8/1/2014,Consultation,42.01199673,-87.69807412,"(42.01199672810523, -87.69807412113414)",Fail
THREE CHEFS RESTURANT,Restaurant,Risk 1 (High),60620,8/1/2014,Canvass Re-Inspection,41.74623627,-87.64376604,"(41.74623627171974, -87.64376603783273)",Pass
RUBYE'S RESTAURANT,,Risk 3 (Low),60620,8/1/2014,Canvass,41.74623627,-87.64376604,"(41.74623627171974, -87.64376603783273)",Out of Business
SUBWAY,Restaurant,Risk 1 (High),60612,8/1/2014,Complaint,41.86878384,-87.68624469,"(41.86878383901946, -87.68624468790969)",Fail
CHICAGO'S HOME OF CHICKEN & WAFFLES,Restaurant,Risk 1 (High),60653,8/1/2014,Short Form Complaint,41.82254786,-87.61681562,"(41.82254785730014, -87.61681561837467)",Pass
G & F PRODUCE,Grocery Store,Risk 2 (Medium),60619,8/1/2014,Complaint,41.76426518,-87.62473434,"(41.76426517759021, -87.62473433928172)",Fail
MC DONALD'S,Restaurant,Risk 2 (Medium),60632,8/1/2014,Canvass,41.79710974,-87.72312435,"(41.79710973542942, -87.72312435052895)",Fail
MCDONALDS,Restaurant,Risk 2 (Medium),60634,8/1/2014,Canvass Re-Inspection,41.94466354,-87.80712948,"(41.94466353954316, -87.80712948307063)",Pass
CASEY MORAN,Restaurant,Risk 1 (High),60613,8/1/2014,Canvass,41.94873597,-87.65792289,"(41.94873596654509, -87.65792288913369)",Pass
TAQUERIA LOS COMALES # 12,Restaurant,Risk 1 (High),60629,8/1/2014,Canvass Re-Inspection,41.7830976,-87.72273813,"(41.78309760160854, -87.72273813015846)",Pass
7-ELEVEN #33779B,Grocery Store,Risk 2 (Medium),60618,8/1/2014,Canvass,41.96134315,-87.70097298,"(41.961343153284, -87.70097298218666)",Pass w/ Conditions
McDONALDS,Restaurant,Risk 2 (Medium),60637,8/1/2014,Complaint Re-Inspection,41.77859718,-87.61544139,"(41.77859718342359, -87.61544138794639)",Pass
K-KITCHEN,Restaurant,Risk 1 (High),60601,7/31/2014,Canvass Re-Inspection,41.88577122,-87.63082982,"(41.88577121746171, -87.63082981639084)",Pass
XOCO,Restaurant,Risk 3 (Low),60622,7/31/2014,License,41.90872609,-87.67466084,"(41.90872609383611, -87.67466083943248)",Pass
SPRIGS,Restaurant,Risk 2 (Medium),60638,7/31/2014,Canvass,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)",Pass
TRASPASADA RESTAURANT,Restaurant,Risk 1 (High),60618,7/31/2014,Complaint Re-Inspection,41.93894625,-87.69795618,"(41.938946248449454, -87.69795617571842)",Pass
MARIGOLD RESTAURANT,Restaurant,Risk 1 (High),60640,7/31/2014,Canvass,41.98020464,-87.66815868,"(41.98020464496523, -87.66815868013656)",Out of Business
CALIFORNIA FOOD & LIQUORS,Grocery Store,Risk 3 (Low),60659,7/31/2014,Canvass,41.99703015,-87.69947325,"(41.99703014592481, -87.69947325070372)",Pass
NYC BAGEL DELI - WACKER,Restaurant,Risk 1 (High),60606,7/31/2014,Canvass,41.87801092,-87.63705852,"(41.87801092371806, -87.63705852233733)",Pass
PLUSH PUP,Restaurant,Risk 1 (High),60656,7/31/2014,Canvass,41.97685089,-87.83676047,"(41.97685088970827, -87.83676047190316)",Fail
LAS TABLAS ON LINCOLN,Restaurant,Risk 1 (High),60657,7/31/2014,Canvass,41.93523047,-87.66266192,"(41.93523047183199, -87.66266191648539)",Pass
GIBSONS STEAK HOUSE,Restaurant,Risk 1 (High),60611,7/31/2014,Canvass,41.90148853,-87.62801242,"(41.901488534319434, -87.62801242215315)",Pass
NIGERIAN KITCHEN,Restaurant,Risk 1 (High),60640,7/31/2014,Complaint,41.96518464,-87.66487058,"(41.965184639305924, -87.66487058437944)",Pass
HUGO'S FROG BAR,Restaurant,Risk 1 (High),60611,7/31/2014,Canvass,41.90138463,-87.62796361,"(41.901384634926615, -87.62796360567829)",Fail
USMANIA RESTAURANT,Restaurant,Risk 1 (High),60659,7/31/2014,Canvass,41.9976685,-87.6871297,"(41.99766849702067, -87.68712970217481)",Pass w/ Conditions
MANNY'S EXPRESS MIDWAY,Restaurant,Risk 2 (Medium),60638,7/31/2014,Canvass,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)",Pass
CROSBY'S KITCHEN,Restaurant,Risk 1 (High),60657,7/31/2014,Canvass,41.94507398,-87.66381617,"(41.945073982933394, -87.66381617475186)",Pass
CAFE IL CORTILE RESTAURANTE,Restaurant,Risk 1 (High),60656,7/31/2014,Canvass,41.96645317,-87.83838526,"(41.96645317297049, -87.83838525840713)",Pass
Dato's Cuisine,Restaurant,Risk 1 (High),60641,7/31/2014,Canvass,41.94647991,-87.72764435,"(41.94647991053601, -87.7276443509631)",Out of Business
BUZZ,Restaurant,Risk 2 (Medium),60613,7/31/2014,Canvass Re-Inspection,41.9540604,-87.67772709,"(41.95406040484088, -87.6777270876177)",Pass
C AND A GRILL,Restaurant,Risk 2 (Medium),60651,7/31/2014,License,41.89460678,-87.77483419,"(41.89460677907168, -87.77483418779396)",Fail
Sheridan/Leland Apartments,Golden Diner,Risk 1 (High),60640,7/31/2014,Canvass,41.96675613,-87.65464848,"(41.96675613102907, -87.65464848123037)",Fail
GUCKENHEIMER & GROUPON,Restaurant,Risk 1 (High),60654,7/31/2014,Canvass,41.89658519,-87.64299618,"(41.896585191199556, -87.64299618172501)",Pass w/ Conditions
CHIPOTLE MEXICAN GRILL,Restaurant,Risk 1 (High),60661,7/31/2014,Canvass,41.88046315,-87.64080388,"(41.880463147078466, -87.6408038842781)",Pass w/ Conditions
SEASHELL RESTAURANT,Restaurant,Risk 2 (Medium),60643,7/31/2014,Canvass,41.72297222,-87.68198197,"(41.72297221684076, -87.68198197466282)",Fail
FOGO TO GO,Restaurant,Risk 1 (High),60614,7/31/2014,Complaint,41.93277107,-87.65250565,"(41.93277107333041, -87.65250564729659)",Pass w/ Conditions
SUBWAY,Restaurant,Risk 1 (High),60612,7/31/2014,Complaint,41.87408199,-87.66722276,"(41.874081988696005, -87.66722275934995)",Pass
JEWEL FOOD STORE #3477,Grocery Store,Risk 1 (High),60656,7/31/2014,Canvass,41.9660114,-87.83683117,"(41.96601140133553, -87.83683116913842)",Pass
MUDDER'S,Restaurant,Risk 1 (High),60641,7/31/2014,License,41.94647991,-87.72764435,"(41.94647991053601, -87.7276443509631)",Pass
CAPT CURT'S BBQ SHAZZAM,Restaurant,Risk 1 (High),60619,7/31/2014,Complaint,41.74553394,-87.60522315,"(41.74553394318885, -87.60522315135695)",Pass w/ Conditions
Hyatt Center Cafe @ Niersbach,Restaurant,Risk 1 (High),60606,7/31/2014,Canvass,41.88071758,-87.63658911,"(41.880717575265145, -87.63658910737162)",Pass
XOCO,Restaurant,Risk 1 (High),60622,7/31/2014,License,41.90872609,-87.67466084,"(41.90872609383611, -87.67466083943248)",Pass
TEMPO CAFE,Restaurant,Risk 1 (High),60611,7/31/2014,Complaint,41.89843137,-87.62800916,"(41.89843137207629, -87.6280091630558)",Pass
ZED 451,Restaurant,Risk 1 (High),60654,7/31/2014,Short Form Complaint,41.89574705,-87.63107917,"(41.89574704893414, -87.6310791667675)",Pass
BIG G'S PIZZA,Restaurant,Risk 1 (High),60607,7/31/2014,License,41.86954627,-87.65550099,"(41.86954627058427, -87.65550098867566)",Fail
AZUCAR BAR & GRILL,Restaurant,Risk 1 (High),60647,7/31/2014,Canvass,41.92982552,-87.70722384,"(41.92982551563418, -87.70722383710694)",No Entry
"TURBO TACOS, INC.",Restaurant,Risk 1 (High),60647,7/31/2014,Canvass,41.91851166,-87.69039443,"(41.918511662405635, -87.69039442990709)",Pass
HAPPY FOODS,Grocery Store,Risk 1 (High),60631,7/31/2014,Canvass,42.00439926,-87.81848576,"(42.0043992612229, -87.81848575539418)",Pass
7-ELEVEN,Grocery Store,Risk 2 (Medium),60632,7/31/2014,Canvass,41.79300803,-87.73264552,"(41.793008028419656, -87.73264551503843)",Pass w/ Conditions
MIDWAY AIRPORT CONCESSIONARES,Grocery Store,Risk 3 (Low),60638,7/31/2014,Canvass,41.78765243,-87.74155974,"(41.78765242854233, -87.74155974458178)",Pass
